HOLE:	995B
LEG:	164
TOP:	133.960007
BOTTOM:	657.911194
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohmm	ohmm	ohmm
555.1936	1.0185	1.0809	0.9971
555.3460	1.0257	1.0913	1.0304
555.4984	1.0331	1.0806	1.0852
555.6508	1.0383	1.0575	1.0746
555.8032	1.0415	1.0333	1.0316
555.9556	1.0400	1.0166	1.0211
556.1080	1.0355	1.0120	0.9970
556.2604	1.0306	1.0177	0.9876
556.4128	1.0260	1.0262	1.0198
556.5652	1.0195	1.0295	1.0459
556.7176	1.0158	1.0238	1.0401
556.8700	1.0193	1.0116	1.0121
557.0224	1.0232	0.9994	0.9856
557.1748	1.0234	0.9923	0.9765
557.3272	1.0237	0.9915	0.9825
557.4796	1.0248	0.9951	0.9766
557.6320	1.0258	0.9993	0.9577
557.7844	1.0259	1.0000	0.9560
557.9368	1.0248	0.9945	0.9740
558.0892	1.0213	0.9832	0.9880
558.2416	1.0129	0.9691	0.9988
558.3940	1.0043	0.9554	0.9751
558.5464	1.0001	0.9448	0.9255
558.6988	0.9976	0.9385	0.9061
558.8512	0.9959	0.9374	0.9078
559.0036	0.9937	0.9428	0.9022
559.1560	0.9842	0.9536	0.8930
559.3084	0.9731	0.9635	0.9056
559.4608	0.9724	0.9646	0.9410
559.6132	0.9754	0.9532	0.9612
559.7656	0.9785	0.9344	0.9548
559.9180	0.9898	0.9218	0.9506
560.0704	1.0078	0.9297	0.9334
560.2228	1.0150	0.9635	0.9516
560.3752	1.0124	1.0153	1.0127
560.5276	1.0114	1.0654	1.0291
560.6800	1.0116	1.0907	1.0263
560.8324	1.0168	1.0817	1.0430
560.9848	1.0252	1.0510	1.0634
561.1372	1.0268	1.0196	1.0477
561.2896	1.0253	1.0002	1.0229
561.4420	1.0232	0.9961	1.0137
561.5944	1.0182	1.0035	1.0223
561.7468	1.0065	1.0137	1.0318
561.8992	0.9970	1.0183	1.0166
562.0516	0.9973	1.0153	0.9889
562.2040	0.9976	1.0081	0.9935
562.3564	1.0002	1.0019	1.0008
562.5088	1.0060	1.0009	0.9947
562.6612	1.0118	1.0066	0.9865
562.8136	1.0155	1.0173	0.9948
562.9660	1.0176	1.0295	0.9950
563.1184	1.0196	1.0388	0.9982
563.2708	1.0260	1.0423	1.0205
563.4232	1.0348	1.0399	1.0386
563.5756	1.0381	1.0347	1.0305
563.7280	1.0369	1.0304	1.0322
563.8804	1.0311	1.0286	1.0373
564.0328	1.0230	1.0280	1.0450
564.1852	1.0185	1.0248	1.0493
564.3376	1.0161	1.0159	1.0315
564.4900	1.0136	1.0020	1.0027
564.6424	1.0117	0.9888	0.9947
564.7948	1.0124	0.9840	0.9849
564.9472	1.0129	0.9926	0.9506
565.0996	1.0131	1.0134	0.9442
565.2520	1.0141	1.0391	0.9610
565.4044	1.0151	1.0601	0.9794
565.5568	1.0170	1.0688	1.0069
565.7092	1.0185	1.0638	1.0353
565.8616	1.0209	1.0503	1.0509
566.0140	1.0250	1.0352	1.0537
566.1664	1.0276	1.0237	1.0536
566.3188	1.0264	1.0185	1.0507
566.4712	1.0249	1.0192	1.0441
566.6236	1.0247	1.0231	1.0397
566.7760	1.0243	1.0271	1.0417
566.9284	1.0244	1.0305	1.0410
567.0808	1.0246	1.0330	1.0425
567.2332	1.0232	1.0330	1.0518
567.3856	1.0220	1.0290	1.0540
567.5380	1.0201	1.0200	1.0540
567.6904	1.0188	1.0074	1.0480
567.8428	1.0197	0.9945	1.0065
567.9952	1.0181	0.9849	0.9610
568.1476	1.0172	0.9800	0.9668
568.3000	1.0124	0.9791	0.9701
568.4524	1.0036	0.9798	0.9705
568.6048	1.0027	0.9787	0.9383
568.7572	1.0085	0.9745	0.8846
568.9096	1.0090	0.9691	0.8830
569.0620	1.0031	0.9654	0.8866
569.2144	0.9950	0.9627	0.9017
569.3668	0.9860	0.9559	0.9410
569.5192	0.9805	0.9418	0.9422
569.6716	0.9820	0.9234	0.8882
569.8240	0.9832	0.9093	0.8712
569.9764	0.9805	0.9070	0.8848
570.1288	0.9784	0.9184	0.8831
570.2812	0.9782	0.9386	0.8763
570.4336	0.9795	0.9604	0.8873
570.5860	0.9897	0.9792	0.9121
570.7384	1.0051	0.9942	0.9394
570.8908	1.0140	1.0064	0.9612
571.0432	1.0179	1.0163	0.9801
571.1956	1.0225	1.0229	0.9842
571.3480	1.0282	1.0255	1.0167
571.5004	1.0322	1.0255	1.0589
571.6528	1.0334	1.0252	1.0364
571.8052	1.0340	1.0262	1.0007
571.9576	1.0318	1.0276	1.0058
572.1100	1.0256	1.0278	1.0107
572.2624	1.0216	1.0259	1.0018
572.4148	1.0210	1.0222	1.0086
572.5672	1.0199	1.0184	0.9980
572.7196	1.0174	1.0155	1.0028
572.8720	1.0171	1.0133	1.0064
573.0244	1.0195	1.0114	1.0175
573.1768	1.0219	1.0100	1.0119
573.3292	1.0244	1.0095	0.9972
573.4816	1.0291	1.0108	0.9862
573.6340	1.0356	1.0134	0.9928
573.7864	1.0382	1.0150	0.9949
573.9388	1.0374	1.0117	1.0020
574.0912	1.0341	1.0010	1.0264
574.2436	1.0219	0.9829	1.0196
574.3960	1.0060	0.9598	1.0060
574.5484	1.0018	0.9364	0.9695
574.7008	1.0004	0.9187	0.9148
574.8532	0.9982	0.9113	0.8915
575.0056	0.9956	0.9172	0.8676
575.1580	0.9936	0.9360	0.8744
575.3104	0.9900	0.9611	0.9167
575.4628	0.9885	0.9823	0.9481
575.6152	0.9894	0.9923	0.9735
575.7676	0.9997	0.9919	0.9929
575.9200	1.0222	0.9885	1.0247
576.0724	1.0366	0.9897	1.0379
576.2248	1.0347	0.9967	1.0344
576.3772	1.0278	1.0042	1.0316
576.5296	1.0164	1.0049	1.0230
576.6820	0.9983	0.9943	0.9924
576.8344	0.9812	0.9733	0.9381
576.9868	0.9727	0.9469	0.9047
577.1392	0.9647	0.9234	0.8932
577.2916	0.9543	0.9101	0.8898
577.4440	0.9429	0.9096	0.8787
577.5964	0.9338	0.9164	0.8658
577.7488	0.9292	0.9207	0.9011
577.9012	0.9245	0.9148	0.9497
578.0536	0.9190	0.8998	0.9438
578.2060	0.9205	0.8845	0.8922
578.3584	0.9261	0.8785	0.8517
578.5108	0.9280	0.8857	0.8766
578.6632	0.9276	0.9035	0.8672
578.8156	0.9266	0.9247	0.8699
578.9680	0.9265	0.9413	0.8915
579.1204	0.9277	0.9484	0.9002
579.2728	0.9319	0.9464	0.9127
579.4252	0.9362	0.9395	0.9084
579.5776	0.9392	0.9318	0.9031
579.7300	0.9461	0.9260	0.8958
579.8824	0.9627	0.9247	0.8964
580.0348	0.9822	0.9318	0.8935
580.1872	0.9899	0.9503	0.9077
580.3396	0.9953	0.9797	0.9409
580.4920	1.0026	1.0136	0.9578
580.6444	1.0174	1.0418	1.0288
580.7968	1.0411	1.0577	1.1249
580.9492	1.0616	1.0631	1.0763
581.1016	1.0633	1.0652	1.0381
581.2540	1.0654	1.0690	1.0339
581.4064	1.0669	1.0741	1.0300
581.5588	1.0653	1.0771	1.0261
581.7112	1.0581	1.0757	1.0224
581.8636	1.0534	1.0708	1.0289
582.0160	1.0569	1.0662	1.0443
582.1684	1.0586	1.0648	1.0458
582.3208	1.0640	1.0675	1.0459
582.4732	1.0722	1.0726	1.0548
582.6256	1.0772	1.0788	1.0883
582.7780	1.0789	1.0854	1.1170
582.9304	1.0794	1.0911	1.1337
583.0828	1.0759	1.0924	1.1345
583.2352	1.0724	1.0855	1.1164
583.3876	1.0733	1.0717	1.0862
583.5400	1.0733	1.0595	1.0369
583.6924	1.0699	1.0573	1.0106
583.8448	1.0614	1.0667	1.0287
583.9972	1.0516	1.0808	1.0545
584.1496	1.0454	1.0885	1.0732
584.3020	1.0437	1.0835	1.0660
584.4544	1.0420	1.0691	1.0644
584.6068	1.0374	1.0525	1.0669
584.7592	1.0303	1.0379	1.0592
584.9116	1.0213	1.0259	1.0292
585.0640	1.0118	1.0164	1.0032
585.2164	1.0059	1.0096	0.9963
585.3688	1.0018	1.0056	0.9922
585.5212	0.9978	1.0032	0.9944
585.6736	0.9911	0.9985	0.9952
585.8260	0.9792	0.9886	0.9871
585.9784	0.9697	0.9738	0.9786
586.1308	0.9599	0.9568	0.9643
586.2832	0.9521	0.9396	0.9728
586.4356	0.9416	0.9235	0.9727
586.5880	0.9343	0.9114	0.9308
586.7404	0.9319	0.9076	0.8670
586.8928	0.9344	0.9165	0.8501
587.0452	0.9313	0.9382	0.8489
587.1976	0.9299	0.9667	0.8705
587.3500	0.9305	0.9905	0.9304
587.5024	0.9352	1.0007	0.9971
587.6548	0.9476	0.9964	1.0135
587.8072	0.9576	0.9847	1.0100
587.9596	0.9651	0.9740	1.0044
588.1120	0.9646	0.9692	0.9957
588.2644	0.9650	0.9708	0.9931
588.4168	0.9657	0.9760	0.9930
588.5692	0.9646	0.9817	0.9936
588.7216	0.9604	0.9859	0.9923
588.8740	0.9596	0.9873	1.0034
589.0264	0.9603	0.9858	1.0040
589.1788	0.9642	0.9822	0.9912
589.3312	0.9760	0.9786	0.9894
589.4836	0.9867	0.9787	0.9883
589.6360	0.9904	0.9869	0.9921
589.7884	0.9943	1.0049	1.0262
589.9408	1.0010	1.0299	1.0414
590.0932	1.0155	1.0560	1.0886
590.2456	1.0374	1.0773	1.1214
590.3980	1.0623	1.0902	1.1204
590.5504	1.0700	1.0958	1.1206
590.7028	1.0729	1.0967	1.1215
590.8552	1.0751	1.0950	1.1208
591.0076	1.0758	1.0924	1.1125
591.1600	1.0757	1.0899	1.1052
591.3124	1.0737	1.0876	1.0986
591.4648	1.0728	1.0850	1.0947
591.6172	1.0712	1.0826	1.0975
591.7696	1.0696	1.0816	1.1006
591.9220	1.0692	1.0822	1.1107
592.0744	1.0693	1.0837	1.1184
592.2268	1.0693	1.0853	1.1175
592.3792	1.0686	1.0859	1.1139
592.5316	1.0686	1.0856	1.1181
592.6840	1.0659	1.0846	1.1247
592.8364	1.0657	1.0832	1.1305
592.9888	1.0661	1.0815	1.1228
593.1412	1.0680	1.0805	1.1323
593.2936	1.0711	1.0815	1.1146
593.4460	1.0719	1.0854	1.1146
593.5984	1.0720	1.0915	1.1200
593.7508	1.0733	1.0976	1.1182
593.9032	1.0756	1.1013	1.1157
594.0556	1.0787	1.1012	1.1022
594.2080	1.0834	1.0978	1.0868
594.3604	1.0868	1.0933	1.0945
594.5128	1.0871	1.0896	1.0981
594.6652	1.0890	1.0880	1.0977
594.8176	1.0875	1.0881	1.1047
594.9700	1.0838	1.0867	1.1314
595.1224	1.0737	1.0792	1.1430
595.2748	1.0544	1.0622	1.1147
595.4272	1.0386	1.0368	1.0550
595.5796	1.0290	1.0074	0.9885
595.7320	1.0219	0.9809	0.9524
595.8844	1.0197	0.9645	0.9509
596.0368	1.0176	0.9640	0.9450
596.1892	1.0147	0.9822	0.9829
596.3416	1.0159	1.0154	1.0282
596.4940	1.0212	1.0524	1.0451
596.6464	1.0253	1.0788	1.0779
596.7988	1.0302	1.0859	1.0838
596.9512	1.0450	1.0782	1.0855
597.1036	1.0677	1.0691	1.0959
597.2560	1.0806	1.0697	1.1165
597.4084	1.0894	1.0837	1.1367
597.5608	1.0970	1.1072	1.1316
597.7132	1.0994	1.1313	1.1363
597.8656	1.0992	1.1453	1.1522
598.0180	1.1005	1.1438	1.1591
598.1704	1.1003	1.1294	1.1494
598.3228	1.1007	1.1101	1.1397
598.4752	1.0993	1.0947	1.1431
598.6276	1.0949	1.0872	1.1286
598.7800	1.0839	1.0850	1.1208
598.9324	1.0756	1.0813	1.0863
599.0848	1.0673	1.0709	1.0633
599.2372	1.0611	1.0556	1.0575
599.3896	1.0594	1.0420	1.0519
599.5420	1.0551	1.0373	1.0513
599.6944	1.0501	1.0432	1.0384
599.8468	1.0475	1.0554	1.0581
599.9992	1.0452	1.0668	1.0609
600.1516	1.0444	1.0730	1.0601
600.3040	1.0493	1.0735	1.0460
600.4564	1.0549	1.0713	1.0635
600.6088	1.0586	1.0699	1.0575
600.7612	1.0606	1.0704	1.0734
600.9136	1.0634	1.0730	1.1073
601.0660	1.0696	1.0775	1.1149
601.2184	1.0727	1.0827	1.1241
601.3708	1.0736	1.0860	1.1448
601.5232	1.0742	1.0863	1.1351
601.6756	1.0755	1.0845	1.1175
601.8280	1.0743	1.0828	1.1151
601.9804	1.0707	1.0821	1.0917
602.1328	1.0694	1.0818	1.0820
602.2852	1.0669	1.0798	1.0808
602.4376	1.0610	1.0758	1.0799
602.5900	1.0570	1.0710	1.0776
602.7424	1.0518	1.0664	1.0779
602.8948	1.0500	1.0616	1.0743
603.0472	1.0490	1.0553	1.0621
603.1996	1.0478	1.0481	1.0575
603.3520	1.0462	1.0423	1.0360
603.5044	1.0475	1.0401	1.0200
603.6568	1.0464	1.0412	1.0239
603.8092	1.0459	1.0432	1.0355
603.9616	1.0451	1.0440	1.0509
604.1140	1.0449	1.0430	1.0789
604.2664	1.0428	1.0399	1.0774
604.4188	1.0380	1.0335	1.0504
604.5712	1.0354	1.0233	1.0451
604.7236	1.0356	1.0113	1.0377
604.8760	1.0358	1.0019	1.0332
605.0284	1.0364	1.0002	1.0291
605.1808	1.0378	1.0080	1.0294
605.3332	1.0392	1.0220	1.0396
605.4856	1.0405	1.0367	1.0183
605.6380	1.0547	1.0472	0.9988
605.7904	1.0670	1.0513	0.9979
605.9428	1.0696	1.0498	0.9969
606.0952	1.0713	1.0465	1.0000
606.2476	1.0739	1.0451	1.0075
606.4000	1.0747	1.0467	1.0288
606.5524	1.0689	1.0488	1.0513
606.7048	1.0632	1.0462	1.0659
606.8572	1.0592	1.0354	1.0643
607.0096	1.0524	1.0184	1.0591
607.1620	1.0480	1.0029	1.0285
607.3144	1.0435	0.9971	0.9564
607.4668	1.0358	1.0028	0.9777
607.6192	1.0192	1.0157	1.0003
607.7716	1.0022	1.0267	1.0201
607.9240	1.0000	1.0276	1.0555
608.0764	0.9993	1.0163	1.0258
608.2288	0.9977	0.9986	0.9851
608.3812	0.9963	0.9832	0.9636
608.5336	0.9947	0.9744	0.9457
608.6860	0.9867	0.9717	0.9594
608.8384	0.9834	0.9711	0.9806
608.9908	0.9838	0.9689	1.0082
609.1432	0.9848	0.9645	1.0104
609.2956	0.9904	0.9604	1.0084
609.4480	1.0060	0.9609	0.9983
609.6004	1.0165	0.9706	0.9635
609.7528	1.0199	0.9918	0.9604
609.9052	1.0231	1.0220	0.9632
610.0576	1.0269	1.0530	0.9771
610.2100	1.0335	1.0745	1.0364
610.3624	1.0409	1.0809	1.0694
610.5148	1.0625	1.0764	1.0606
610.6672	1.0749	1.0698	1.0570
610.8196	1.0764	1.0671	1.0578
610.9720	1.0775	1.0695	1.0561
611.1244	1.0731	1.0753	1.0494
611.2768	1.0713	1.0819	1.0544
611.4292	1.0710	1.0869	1.0633
611.5816	1.0705	1.0889	1.0478
611.7340	1.0693	1.0877	1.0489
611.8864	1.0668	1.0843	1.0590
612.0388	1.0641	1.0811	1.0975
612.1912	1.0632	1.0803	1.0792
612.3436	1.0652	1.0828	1.0756
612.4960	1.0630	1.0878	1.0767
612.6484	1.0606	1.0931	1.0818
612.8008	1.0594	1.0952	1.0922
612.9532	1.0582	1.0915	1.0916
613.1056	1.0552	1.0819	1.0904
613.2580	1.0495	1.0689	1.0813
613.4104	1.0448	1.0553	1.0517
613.5628	1.0330	1.0426	1.0403
613.7152	1.0185	1.0316	1.0428
613.8676	1.0139	1.0225	1.0443
614.0200	1.0111	1.0160	1.0510
614.1724	1.0067	1.0129	1.0587
614.3248	0.9977	1.0127	1.0337
614.4772	0.9928	1.0134	1.0192
614.6296	0.9899	1.0136	1.0243
614.7820	0.9906	1.0133	1.0201
614.9344	0.9925	1.0132	1.0218
615.0868	0.9956	1.0148	1.0188
615.2392	1.0013	1.0195	1.0321
615.3916	1.0107	1.0282	1.0443
615.5440	1.0240	1.0410	1.0546
615.6964	1.0388	1.0569	1.0789
615.8488	1.0460	1.0725	1.0773
616.0012	1.0494	1.0834	1.0827
616.1536	1.0533	1.0883	1.0967
616.3060	1.0652	1.0900	1.1060
616.4584	1.0750	1.0928	1.1174
616.6108	1.0763	1.0989	1.1167
616.7632	1.0766	1.1065	1.1147
616.9156	1.0763	1.1117	1.1149
617.0680	1.0758	1.1117	1.1161
617.2204	1.0732	1.1069	1.1153
617.3728	1.0691	1.0989	1.0936
617.5252	1.0649	1.0893	1.1010
617.6776	1.0614	1.0796	1.1089
617.8300	1.0603	1.0713	1.1135
617.9824	1.0589	1.0661	1.1064
618.1348	1.0608	1.0641	1.1014
618.2872	1.0583	1.0645	1.0911
618.4396	1.0579	1.0654	1.0779
618.5920	1.0579	1.0650	1.0860
618.7444	1.0565	1.0619	1.0883
618.8968	1.0550	1.0569	1.0847
619.0492	1.0624	1.0543	1.0684
619.2016	1.0642	1.0596	1.0483
619.3540	1.0672	1.0751	1.0642
619.5064	1.0751	1.0981	1.0703
619.6588	1.0861	1.1223	1.0927
619.8112	1.0957	1.1410	1.1215
619.9636	1.1038	1.1508	1.1131
620.1160	1.1083	1.1533	1.1161
620.2684	1.1097	1.1509	1.1251
620.4208	1.1109	1.1438	1.1597
620.5732	1.1094	1.1326	1.1621
620.7256	1.1063	1.1198	1.1509
620.8780	1.1027	1.1086	1.1462
621.0304	1.1034	1.1027	1.1439
621.1828	1.1047	1.1053	1.1356
621.3352	1.1044	1.1166	1.1262
621.4876	1.1052	1.1328	1.1284
621.6400	1.1039	1.1465	1.1174
621.7924	1.1009	1.1505	1.0861
621.9448	1.1035	1.1424	1.1093
622.0972	1.1093	1.1269	1.1375
622.2496	1.1118	1.1124	1.1298
622.4020	1.1117	1.1051	1.1237
622.5544	1.1117	1.1055	1.1156
622.7068	1.1121	1.1096	1.1437
622.8592	1.1113	1.1130	1.1519
623.0116	1.1063	1.1131	1.0806
623.1640	1.1014	1.1097	1.0613
623.3164	1.0980	1.1038	1.0655
623.4688	1.0963	1.0968	1.0986
623.6212	1.0943	1.0893	1.0960
623.7736	1.0946	1.0801	1.0480
623.9260	1.0762	1.0645	1.0489
624.0784	1.0469	1.0371	1.0478
624.2308	1.0374	0.9980	1.0094
624.3832	1.0304	0.9550	0.9896
624.5356	1.0096	0.9162	0.9532
624.6880	0.9660	0.8863	0.8955
624.8404	0.9498	0.8681	0.8410
624.9928	0.9451	0.8632	0.8136
625.1452	0.9420	0.8718	0.8182
625.2976	0.9381	0.8921	0.8185
625.4500	0.9427	0.9186	0.8353
625.6024	0.9634	0.9433	0.9023
625.7548	0.9792	0.9620	0.8980
625.9072	0.9921	0.9750	0.8859
626.0596	1.0045	0.9826	0.8990
626.2120	1.0163	0.9862	0.9772
626.3644	1.0406	0.9932	1.1040
626.5168	1.0710	1.0126	1.0609
626.6692	1.0844	1.0468	1.0589
626.8216	1.0843	1.0892	1.0866
626.9740	1.0867	1.1250	1.1255
627.1264	1.0878	1.1405	1.1496
627.2788	1.0892	1.1352	1.1651
627.4312	1.0911	1.1195	1.1507
627.5836	1.0845	1.1008	1.1475
627.7360	1.0798	1.0820	1.1308
627.8884	1.0782	1.0644	1.1291
628.0408	1.0768	1.0500	1.1281
628.1932	1.0745	1.0427	1.1169
628.3456	1.0731	1.0465	1.0620
628.4980	1.0704	1.0601	1.0921
628.6504	1.0689	1.0769	1.1086
628.8028	1.0665	1.0899	1.1103
628.9552	1.0607	1.0939	1.1098
629.1076	1.0590	1.0873	1.1188
629.2600	1.0587	1.0729	1.1012
629.4124	1.0572	1.0556	1.0815
629.5648	1.0554	1.0407	1.0779
629.7172	1.0539	1.0331	1.0682
629.8696	1.0490	1.0337	1.0430
630.0220	1.0318	1.0365	1.0412
630.1744	1.0199	1.0331	1.0539
630.3268	1.0192	1.0203	1.0511
630.4792	1.0164	1.0028	1.0526
630.6316	1.0137	0.9887	1.0517
630.7840	1.0085	0.9833	1.0169
630.9364	0.9907	0.9848	1.0064
631.0888	0.9843	0.9877	0.9808
631.2412	0.9830	0.9883	0.9464
631.3936	0.9817	0.9859	0.9410
631.5460	0.9803	0.9822	0.9430
631.6984	0.9825	0.9794	0.9615
631.8508	0.9860	0.9793	0.9805
632.0032	0.9848	0.9823	0.9864
632.1556	0.9810	0.9874	1.0178
632.3080	0.9815	0.9910	1.0316
632.4604	0.9845	0.9874	1.0386
632.6128	0.9994	0.9767	0.9891
632.7652	1.0104	0.9676	0.9105
632.9176	1.0075	0.9691	0.9227
633.0700	1.0059	0.9832	0.9608
633.2224	1.0061	1.0031	0.9584
633.3748	1.0059	1.0160	0.9833
633.5272	1.0070	1.0147	1.0163
633.6796	1.0280	1.0053	0.9846
633.8320	1.0356	0.9993	0.9801
633.9844	1.0331	1.0018	0.9901
634.1368	1.0305	1.0115	0.9831
634.2892	1.0229	1.0214	0.9813
634.4416	1.0027	1.0205	0.9987
634.5940	0.9835	1.0017	1.0140
634.7464	0.9766	0.9691	0.9420
634.8988	0.9799	0.9350	0.9110
635.0512	0.9835	0.9132	0.8934
635.2036	0.9849	0.9149	0.8488
635.3560	0.9869	0.9431	0.8855
635.5084	0.9865	0.9904	0.9607
635.6608	0.9954	1.0408	1.0264
635.8132	1.0090	1.0759	1.0599
635.9656	1.0175	1.0841	1.0890
636.1180	1.0308	1.0701	1.0936
636.2704	1.0462	1.0505	1.0964
636.4228	1.0576	1.0386	1.0893
636.5752	1.0609	1.0388	1.0359
636.7276	1.0600	1.0496	1.0246
636.8800	1.0542	1.0648	1.0332
637.0324	1.0503	1.0757	1.0251
637.1848	1.0496	1.0752	1.0728
637.3372	1.0458	1.0626	1.0888
637.4896	1.0398	1.0419	1.1070
637.6420	1.0340	1.0190	1.0362
637.7944	1.0312	1.0005	0.9765
637.9468	1.0288	0.9902	0.9706
638.0992	1.0275	0.9881	0.9687
638.2516	1.0240	0.9918	0.9738
638.4040	1.0173	0.9975	0.9830
638.5564	1.0179	1.0013	0.9744
638.7088	1.0169	1.0009	0.9808
638.8612	1.0175	0.9963	0.9880
639.0136	1.0181	0.9888	0.9880
639.1660	1.0204	0.9808	1.0112
639.3184	1.0300	0.9770	1.0317
639.4708	1.0417	0.9830	0.9999
639.6232	1.0469	1.0008	1.0359
639.7756	1.0517	1.0265	1.0462
639.9280	1.0566	1.0512	1.0308
640.0804	1.0624	1.0647	1.0297
640.2328	1.0727	1.0625	1.0639
640.3852	1.0724	1.0483	1.0798
640.5376	1.0711	1.0288	1.0593
640.6900	1.0697	1.0095	1.0520
640.8424	1.0630	0.9946	1.0360
640.9948	1.0473	0.9870	1.0137
641.1472	1.0388	0.9874	0.9836
641.2996	1.0282	0.9941	0.9837
641.4520	1.0251	1.0031	0.9820
641.6044	1.0213	1.0098	0.9806
641.7568	1.0221	1.0119	0.9754
641.9092	1.0257	1.0119	0.9762
642.0616	1.0396	1.0148	0.9835
642.2140	1.0443	1.0244	0.9820
642.3664	1.0483	1.0389	0.9808
642.5188	1.0569	1.0513	0.9919
642.6712	1.0716	1.0546	1.0310
642.8236	1.0819	1.0473	1.0443
642.9760	1.0837	1.0329	1.0299
643.1284	1.0824	1.0147	1.0434
643.2808	1.0767	0.9941	1.0327
643.4332	1.0644	0.9716	0.9980
643.5856	1.0467	0.9487	0.9313
643.7380	1.0318	0.9282	0.8929
643.8904	1.0192	0.9125	0.8879
644.0428	0.9992	0.9005	0.8854
644.1952	0.9734	0.8892	0.8750
644.3476	0.9609	0.8788	0.8666
644.5000	0.9539	0.8727	0.8256
644.6524	0.9516	0.8742	0.8126
644.8048	0.9511	0.8835	0.8153
644.9572	0.9510	0.8971	0.8462
645.1096	0.9509	0.9116	0.8733
645.2620	0.9523	0.9269	0.8957
645.4144	0.9740	0.9465	0.9334
645.5668	0.9889	0.9712	0.9451
645.7192	0.9940	0.9967	0.9488
645.8716	1.0013	1.0162	0.9658
646.0240	1.0206	1.0269	0.9774
646.1764	1.0427	1.0312	0.9852
646.3288	1.0568	1.0338	1.0426
646.4812	1.0641	1.0381	1.0924
646.6336	1.0683	1.0451	1.0944
646.7860	1.0724	1.0538	1.0898
646.9384	1.0684	1.0619	1.0781
647.0908	1.0659	1.0656	1.0735
647.2432	1.0650	1.0621	1.0851
647.3956	1.0654	1.0530	1.0686
647.5480	1.0674	1.0447	1.0146
647.7004	1.0730	1.0443	1.0064
647.8528	1.0693	1.0538	1.0298
648.0052	1.0583	1.0677	1.0465
648.1576	1.0548	1.0753	1.0499
648.3100	1.0564	1.0683	1.0647
648.4624	1.0572	1.0482	1.0609
648.6148	1.0586	1.0267	1.0299
648.7672	1.0707	1.0166	1.0224
648.9196	1.0649	1.0234	1.0461
649.0720	1.0610	1.0426	1.0704
649.2244	1.0595	1.0618	1.0575
649.3768	1.0586	1.0690	1.0587
649.5292	1.0591	1.0627	1.0600
649.6816	1.0678	1.0513	1.0467
649.8340	1.0718	1.0440	1.0274
649.9864	1.0686	1.0440	1.0405
650.1388	1.0640	1.0482	1.0499
650.2912	1.0571	1.0508	1.0579
650.4436	1.0574	1.0480	1.0599
650.5960	1.0603	1.0428	1.0509
650.7484	1.0602	1.0411	0.9947
650.9008	1.0591	1.0452	0.9990
651.0532	1.0578	1.0513	1.0158
651.2056	1.0537	1.0541	1.0303
651.3580	1.0556	1.0509	1.0440
651.5104	1.0599	1.0432	1.0874
651.6628	1.0598	1.0352	1.0797
651.8152	1.0584	1.0291	1.0644
651.9676	1.0558	1.0226	1.0686
652.1200	1.0390	1.0121	1.0487
652.2724	1.0278	0.9967	1.0026
652.4248	1.0210	0.9791	0.9568
652.5772	1.0207	0.9645	0.9580
652.7296	1.0219	0.9586	0.9659
652.8820	1.0186	0.9655	0.9662
653.0344	1.0134	0.9842	0.9738
653.1868	1.0157	1.0083	1.0269
653.3392	1.0198	1.0309	1.0258
653.4916	1.0253	1.0470	1.0240
653.6440	1.0465	1.0554	1.0044
653.7964	1.0575	1.0581	1.0034
653.9488	1.0603	1.0569	1.0302
654.1012	1.0632	1.0515	1.0605
654.2536	1.0669	1.0424	1.0605
654.4060	1.0706	1.0338	1.0756
654.5584	1.0751	1.0290	1.0366
654.7108	1.0735	1.0275	1.0325
654.8632	1.0730	1.0269	1.0372
655.0156	1.0760	1.0259	1.0411
655.1680	1.0755	1.0233	1.0313
655.3204	1.0665	1.0169	1.0263
655.4728	1.0582	1.0028	1.0250
655.6252	1.0425	0.9789	1.0042
655.7776	1.0203	0.9475	1.0076
655.9300	1.0120	0.9168	0.9573
656.0824	1.0039	0.8949	0.9245
656.2348	0.9977	0.8856	0.9087
656.3872	1.0005	0.8887	0.8680
656.5396	1.0068	0.9040	0.8806
656.6920	1.0208	0.9324	0.9236
656.8444	1.0306	0.9731	0.9709
656.9968	1.0304	1.0185	0.9638
657.1492	1.0298	1.0487	1.0019
657.3016	1.0325	1.0421	1.0455
657.4540	1.0476	1.0014	0.9651
657.6064	1.0525	0.9541	0.8886
657.7588	-999.2500	-999.2500	-999.2500
657.9112	-999.2500	-999.2500	-999.2500
