OCEAN DRILLING PROGRAM		
Hole: 995B		
Leg: 164		
Shear Sonic Tool		
Operator: Borehole Research Group (Lamont Doherty Earth 		
Date: 11/2/1995		

"Note: for further information about the tool and the data processing performed, refer to the paper: Guerin et al., "Characterization of in situ elastic properties of gas hydrate-bearing sediments on the Blake Ridge, J. Geophys. Res., 104(8), 17,781-17,795, 1999".		

DEPTH	VP	VS
mbsf	m/s	m/s
196.71	1588.79	358.81
196.56	1580.84	344.95
196.41	1563.07	364.68
196.26	1557.63	362.88
196.11	1557.63	356.64
195.96	1549.67	353.94
195.81	1553.6	352
195.66	1561.55	320.7
195.51	1547.51	323.92
195.36	1542.21	326.53
195.21	1544.81	329.11
195.06	1534.56	324.09
194.91	1524.04	318.08
194.76	1530.26	316.78
194.61	1525.14	315.62
194.46	1525.14	313.5
194.31	1534.07	318.85
194.16	1539.24	342.3
194.01	1545.73	347.7
193.86	1554.82	353.56
193.71	1560.17	354.84
193.56	1558.86	389.93
193.41	1558.86	376.15
193.26	1561.53	372.18
193.11	1561.53	367.61
192.96	1554.87	367.84
192.81	1557.5	337.97
192.66	1548.57	341.93
192.51	1539.4	344.84
192.36	1529.06	364.21
192.21	1530.37	371.81
192.06	1527.74	375.4
191.91	1534.07	368.74
191.76	1535.35	366.33
191.61	1539.14	349.42
191.46	1541.79	344.17
191.31	1545.75	334.8
191.16	1549.68	396.4
191.01	1560.29	391.93
190.86	1569.53	386.84
190.71	1568.2	382.97
190.56	1565.55	385.37
190.41	1559.06	321.05
190.26	1552.35	380.48
190.11	1541.83	381.82
189.96	1543.16	382.4
189.81	1544.48	381.35
189.66	1553.64	381.81
189.51	1552.33	324.82
189.36	1549.81	324.59
189.21	1538.23	324.13
189.06	1531.74	326.14
188.91	1523.85	327.08
188.76	1518.72	327.66
188.61	1527.73	329.89
188.46	1539.32	329.55
188.31	1547.14	326.85
188.16	1544.6	327.94
188.01	1544.6	327.7
187.86	1536.84	325.59
187.71	1526.5	327.1
187.56	1521.24	326.76
187.41	1526.37	323.94
187.26	1532.81	324.06
187.11	1541.89	327.92
186.96	1546.97	327.33
186.81	1552.23	328.93
186.66	1556.19	329.5
186.51	1554.88	328.57
186.36	1554.88	324.82
186.21	1557.49	320.98
186.06	1556.16	395.74
185.91	1553.51	394.28
185.76	1554.82	391.34
185.63	1552.17	392.63
185.51	1554.82	398.27
185.39	1554.82	324.95
185.27	1550.89	331.34
185.15	1548.28	335.91
185.01	1541.8	341.73
184.86	1539.15	345.64
184.71	1537.87	347.4
184.56	1537.87	342.24
184.41	1536.57	341.29
184.26	1540.43	334.31
184.11	1537.82	328.48
183.96	1540.41	328.35
183.81	1544.33	330.71
183.66	1548.26	329.01
183.51	1549.57	329.59
183.36	1553.5	328.79
183.21	1557.46	324.12
183.06	1557.46	320.1
182.91	1557.46	322.5
182.76	1558.78	323.57
182.61	1560.11	325.32
182.46	1558.78	326.8
182.31	1558.78	333.36
182.16	1558.78	390.23
182.01	1553.57	451.78
181.86	1549.61	436.22
181.71	1546.98	505.92
181.56	1545.66	500.91
181.41	1548.33	444.75
181.26	1554.87	380.43
181.11	1560.18	394.13
180.96	1562.81	321.11
180.81	1560.2	318.19
180.66	1556.21	311.62
180.51	1553.56	307.1
180.36	1552.21	302
180.21	1547	301.47
180.06	1550.93	301.27
179.91	1552.25	302.17
179.76	1553.57	305.93
179.61	1553.57	369.52
179.46	1557.46	430.83
179.31	1556.14	490.32
179.16	1554.82	554.66
179.01	1550.89	620.19
178.86	1546.93	622.29
178.71	1548.25	563.01
178.56	1545.64	507.11
178.41	1544.33	521.47
178.26	1544.33	460.82
178.11	1541.75	404.32
177.96	1539.12	401.68
177.81	1540.42	470.85
177.66	1539.12	469.27
177.51	1540.42	462.29
177.36	1545.63	453.97
177.21	1546.94	452.98
177.06	1548.25	385.58
176.91	1550.86	311.9
176.76	1553.49	314.98
176.61	1556.16	318.2
176.46	1560.16	417.43
176.31	1562.81	411.56
176.16	1565.46	425.66
176.01	1568.13	477.61
175.86	1565.46	533.12
175.71	1562.78	476.51
175.56	1561.45	537.72
175.41	1564.15	575.37
175.26	1565.51	588.42
175.11	1572.28	608.75
174.96	1570.96	614.51
174.81	1570.96	600.8
174.66	1565.61	597.92
174.51	1556.37	552.23
174.36	1546.97	487
174.23	1546.97	442.59
174.12	1543.04	397.3
174	1543.04	346.77
173.88	1543.04	326.58
173.76	1548.25	314.16
173.62	1550.88	311.59
173.46	1556.14	311.16
173.31	1556.14	311.48
173.16	1556.14	314.55
173.01	1556.14	312.26
172.86	1554.83	309.8
172.71	1550.87	310.45
172.56	1554.86	313.05
172.41	1556.19	312.11
172.26	1560.22	318.25
172.13	1566.88	324.3
172.01	1572.18	326.21
171.91	1572.18	324.37
171.82	1566.88	322.9
171.73	1566.88	320.32
171.62	1565.53	325.28
171.5	1561.5	328.31
171.36	1562.85	329.79
171.21	1565.55	327.65
171.06	1566.9	325.77
170.91	1564.27	316.32
170.76	1564.27	309.27
170.61	1557.62	307.34
170.46	1553.59	308.5
170.31	1552.23	312.61
170.16	1552.23	323.98
170.01	1554.86	331.67
169.86	1554.86	448.54
169.71	1553.54	444.43
169.56	1552.2	437.98
169.41	1556.16	421.17
169.26	1556.16	414.4
169.11	1561.46	295.62
168.96	1568.18	302.42
168.81	1569.52	308.07
168.66	1572.22	317.1
168.51	1574.89	306.54
168.36	1572.22	297.77
168.21	1569.5	365.02
168.06	1564.2	438.4
167.91	1557.54	516.83
167.76	1550.94	607.77
167.61	1550.94	610.91
167.46	1545.63	539.3
167.31	1549.59	464.27
167.16	1552.22	384.21
167.01	1556.15	296.5
166.86	1556.15	355
166.71	1561.45	416.82
166.56	1558.8	480.9
166.41	1557.48	550.2
166.26	1556.16	617.9
166.11	1554.84	626.76
165.96	1553.5	623.94
165.81	1554.82	620.94
165.66	1554.82	636.87
165.51	1557.47	616.13
165.36	1560.12	604.82
165.21	1560.12	595.73
165.06	1557.49	538.51
164.91	1557.49	506.38
164.76	1554.84	498.32
164.61	1552.19	474.17
164.46	1549.54	451.88
164.31	1550.85	468.64
164.16	1550.85	482.96
164.01	1553.5	510.95
163.86	1552.19	546
163.71	1550.88	580.61
163.56	1549.57	619.84
163.41	1548.26	612.05
163.26	1545.61	598.11
163.11	1550.91	584.87
162.96	1550.91	588.28
162.81	1547.05	590.79
162.66	1548.36	594.56
162.51	1549.68	617.63
162.36	1547.01	576.08
162.21	1547.01	510.84
162.06	1554.83	507.93
161.91	1554.83	504.15
161.76	1552.2	434.24
161.61	1549.57	482.77
161.46	1548.27	543.36
161.31	1546.94	537.18
161.16	1548.26	521.89
161.01	1550.89	601.32
160.86	1552.2	606.76
160.71	1556.13	606.35
160.56	1556.13	537.1
160.41	1556.13	588.83
160.26	1557.46	525.49
160.11	1556.15	509.58
159.96	1552.22	460.46
159.81	1550.9	463.09
159.66	1545.69	354.04
159.51	1540.43	383.54
159.36	1543.06	337.75
159.21	1548.32	331.7
159.06	1550.97	462.8
158.91	1560.21	473.91
158.76	1562.82	427.22
158.61	1561.5	426.82
158.46	1557.54	470.64
158.31	1552.28	358.25
158.16	1549.58	366.16
158.01	1552.23	486.75
157.86	1554.88	479.51
157.71	1560.19	498.15
157.56	1564.11	558.66
157.41	1564.11	617.78
157.26	1564.11	523.6
157.11	1564.11	566.5
156.96	1562.77	536.81
156.81	1566.8	514.48
156.66	1564.15	498.2
156.51	1560.19	474.86
156.36	1556.23	444.31
156.21	1552.27	409.56
156.06	1545.61	407.74
155.91	1546.93	386.65
155.76	1546.93	446.27
155.61	1544.35	488.91
155.46	1545.66	546.48
155.31	1545.66	519.91
155.16	1544.34	489.08
155.01	1545.65	424.31
154.86	1552.19	439.9
154.71	1550.88	429.14
154.56	1548.3	485.5
154.41	1548.3	474.66
154.26	1546.99	472.48
154.11	1548.33	408.76
153.96	1550.96	354.34
153.81	1556.17	274.74
153.66	1557.49	283.81
153.53	1561.45	282.34
153.41	1557.46	283.22
153.29	1557.46	282.18
153.17	1558.79	291.48
153.05	1558.79	300.48
152.91	1560.12	309.28
152.76	1560.12	315.91
152.61	1558.79	325.59
152.46	1558.79	319.65
152.31	1554.83	390.18
152.16	1549.57	483.15
152.01	1548.26	584.78
151.86	1549.59	576.49
151.71	1549.59	574.81
151.56	1550.9	493.95
151.43	1554.83	394
151.31	1556.14	282.26
151.19	1556.14	281.12
151.07	1553.49	276.1
150.95	1553.49	273.94
150.81	1557.48	272.21
150.66	1558.8	269.59
150.51	1560.12	352.18
150.36	1557.49	432.72
150.21	1560.17	523.32
150.06	1558.82	609.49
149.91	1560.15	601.57
149.76	1557.52	508.97
149.61	1558.83	521.98
149.46	1556.16	519.73
149.31	1553.51	522.47
149.16	1550.86	576.08
149.01	1554.82	638.65
148.86	1558.81	604.9
148.71	1561.49	558.04
148.56	1564.14	508.68
148.41	1562.83	516.97
148.26	1558.87	538.61
148.11	1552.27	529.09
147.96	1548.27	531.39
147.81	1545.62	494.7
147.66	1549.58	506.42
147.51	1549.58	427.57
147.36	1554.84	461.24
147.21	1552.23	499.95
147.06	1550.92	562.63
146.91	1548.27	576.21
146.76	1546.97	654.59
146.61	1543.01	583.08
146.46	1546.94	583.59
146.31	1544.36	529.69
146.16	1540.46	457.42
146.01	1544.39	389.15
145.86	1548.35	469.7
145.71	1544.42	394.76
