HOLE:	995B
LEG:	164
TOP:	151.332993
BOTTOM:	661.415771
DEPTH_WMSF	RHOB	PEF	DRHO
m	g/cm3	barns/e-	g/cm3
459.0286	1.7905	3.7142	-0.0029
459.1810	1.8036	3.6891	-0.0023
459.3334	1.8002	3.6644	-0.0117
459.4858	1.7893	3.6023	-0.0214
459.6382	1.7889	3.5459	-0.0201
459.7906	1.7914	3.5331	-0.0147
459.9430	1.7924	3.5682	-0.0082
460.0954	1.7898	3.5674	-0.0055
460.2478	1.7830	3.5092	-0.0129
460.4002	1.7603	3.5051	-0.0358
460.5526	1.7418	3.5441	-0.0559
460.7050	1.7418	3.5135	-0.0547
460.8574	1.7571	3.3764	-0.0328
461.0098	1.7675	3.2690	-0.0079
461.1622	1.7551	3.2373	0.0051
461.3146	1.7204	3.1806	0.0085
461.4670	1.6633	2.9725	0.0029
461.6194	1.5985	2.6957	-0.0062
461.7718	1.5607	2.5194	-0.0095
461.9242	1.5550	2.4975	-0.0074
462.0766	1.5666	2.6202	-0.0009
462.2290	1.5998	2.8610	0.0170
462.3814	1.6448	3.1988	0.0183
462.5338	1.7039	3.3763	-0.0006
462.6862	1.7578	3.2552	-0.0162
462.8386	1.7536	2.9623	-0.0193
462.9910	1.7144	2.7549	0.0012
463.1434	1.6806	2.7705	0.0136
463.2958	1.6777	2.9967	0.0115
463.4482	1.7035	3.2449	0.0018
463.6006	1.7221	3.3289	-0.0120
463.7530	1.7361	3.3637	-0.0158
463.9054	1.7479	3.3295	-0.0174
464.0578	1.7665	3.2370	-0.0150
464.2102	1.7742	3.1469	-0.0124
464.3626	1.7674	3.1505	-0.0110
464.5150	1.7596	3.2904	-0.0113
464.6674	1.7648	3.4869	-0.0107
464.8198	1.7770	3.6056	-0.0113
464.9722	1.7837	3.5617	-0.0115
465.1246	1.7796	3.4475	-0.0104
465.2770	1.7640	3.3514	-0.0096
465.4294	1.7464	3.3210	-0.0095
465.5818	1.7309	3.3090	-0.0147
465.7342	1.7117	3.2503	-0.0278
465.8866	1.6927	3.2082	-0.0369
466.0390	1.6894	3.2359	-0.0265
466.1914	1.7142	3.2770	-0.0021
466.3438	1.7379	3.3043	0.0112
466.4962	1.7466	3.3205	0.0110
466.6486	1.7385	3.2953	0.0042
466.8010	1.7301	3.2279	-0.0060
466.9534	1.7129	3.1909	-0.0244
467.1058	1.6978	3.1625	-0.0419
467.2582	1.7025	3.1245	-0.0398
467.4106	1.7166	3.0948	-0.0221
467.5630	1.7224	3.1973	-0.0085
467.7154	1.7284	3.2685	0.0018
467.8678	1.7368	3.2160	0.0082
468.0202	1.7255	3.1507	0.0088
468.1726	1.6973	3.1949	0.0085
468.3250	1.6799	3.3570	0.0088
468.4774	1.6847	3.4214	0.0097
468.6298	1.7112	3.3808	0.0139
468.7822	1.7207	3.2783	0.0056
468.9346	1.7363	3.2469	0.0069
469.0870	1.7462	3.3540	-0.0005
469.2394	1.7556	3.4199	-0.0170
469.3918	1.7651	3.4084	-0.0267
469.5442	1.7569	3.4271	-0.0237
469.6966	1.7523	3.4583	-0.0056
469.8490	1.7407	3.5013	-0.0033
470.0014	1.7328	3.4232	-0.0038
470.1538	1.7135	3.3943	-0.0066
470.3062	1.6838	3.4839	-0.0009
470.4586	1.6707	3.5060	0.0083
470.6110	1.6555	3.3827	0.0080
470.7634	1.6394	3.3337	-0.0022
470.9158	1.6345	3.2746	0.0088
471.0682	1.6353	3.2376	0.0191
471.2206	1.6414	2.9159	0.0343
471.3730	1.6460	2.6623	0.0450
471.5254	1.6351	2.6210	0.0443
471.6778	1.6298	2.8370	0.0277
471.8302	1.6444	3.1126	0.0133
471.9826	1.6715	3.1861	0.0072
472.1350	1.6756	3.1247	0.0045
472.2874	1.6612	2.9262	0.0004
472.4398	1.6462	2.7079	0.0150
472.5922	1.6185	2.5578	0.0326
472.7446	1.5802	2.4081	0.0358
472.8970	1.5592	2.2224	0.0470
473.0494	1.5079	2.1182	0.0452
473.2018	1.4174	2.1001	0.0255
473.3542	1.3477	2.2017	0.0029
473.5066	1.3322	2.3005	-0.0106
473.6590	1.3832	2.3727	-0.0048
473.8114	1.4644	2.4596	-0.0012
473.9638	1.5713	2.6486	0.0030
474.1162	1.6663	3.0328	0.0049
474.2686	1.6995	3.2603	-0.0091
474.4210	1.7174	3.3991	-0.0019
474.5734	1.7190	3.3571	-0.0012
474.7258	1.7288	3.2572	0.0011
474.8782	1.7176	2.9931	-0.0078
475.0306	1.6952	2.8447	-0.0090
475.1830	1.6395	2.8609	-0.0063
475.3354	1.6165	3.0406	0.0048
475.4878	1.6373	3.1895	0.0105
475.6402	1.6743	3.3135	-0.0019
475.7926	1.6987	3.4054	-0.0150
475.9450	1.6966	3.4040	-0.0200
476.0974	1.7010	3.3000	-0.0075
476.2498	1.7000	3.2119	-0.0012
476.4022	1.7037	3.2027	0.0008
476.5546	1.7070	3.3008	-0.0072
476.7070	1.7252	3.4388	-0.0093
476.8594	1.7337	3.5144	-0.0099
477.0118	1.7352	3.4174	-0.0070
477.1642	1.7276	3.3205	-0.0032
477.3166	1.7230	3.2374	-0.0005
477.4690	1.7189	3.2621	-0.0009
477.6214	1.7197	3.2854	0.0004
477.7738	1.7139	3.2957	-0.0010
477.9262	1.7022	3.2219	0.0016
478.0786	1.6969	3.1007	0.0100
478.2310	1.6876	3.0586	0.0088
478.3834	1.7045	3.1061	0.0111
478.5358	1.7171	3.2999	0.0067
478.6882	1.7164	3.4967	-0.0122
478.8406	1.7178	3.6775	-0.0241
478.9930	1.7394	3.6953	-0.0201
479.1454	1.7642	3.5966	-0.0104
479.2978	1.7784	3.5720	-0.0028
479.4502	1.7841	3.5146	0.0005
479.6026	1.7717	3.4550	-0.0131
479.7550	1.7653	3.3374	-0.0215
479.9074	1.7475	3.3056	-0.0259
480.0598	1.7636	3.2974	-0.0076
480.2122	1.7615	3.2504	-0.0065
480.3646	1.7583	3.1238	-0.0115
480.5170	1.7163	2.7565	-0.0231
480.6694	1.6491	2.5742	-0.0096
480.8218	1.5456	2.4510	0.0109
480.9742	1.4693	2.5435	0.0116
481.1266	1.4296	2.5912	-0.0118
481.2790	1.4490	2.5834	-0.0162
481.4314	1.4648	2.6058	-0.0183
481.5838	1.4845	2.7609	-0.0132
481.7362	1.5462	2.9994	-0.0041
481.8886	1.5899	2.8395	-0.0065
482.0410	1.6287	2.7015	0.0086
482.1934	1.6167	2.6622	0.0099
482.3458	1.6233	2.8766	-0.0007
482.4982	1.6544	2.9250	0.0088
482.6506	1.6881	2.9869	0.0172
482.8030	1.6819	2.9086	0.0144
482.9554	1.6355	2.7391	0.0059
483.1078	1.5487	2.4393	0.0133
483.2602	1.4597	2.1833	0.0217
483.4126	1.3812	2.1326	0.0134
483.5650	1.4025	2.2883	0.0389
483.7174	1.4302	2.7287	0.0124
483.8698	1.5348	3.0418	0.0166
484.0222	1.6102	3.0790	0.0173
484.1746	1.6189	2.8788	0.0025
484.3270	1.5908	2.7168	-0.0002
484.4794	1.5904	2.6229	0.0145
484.6318	1.5565	2.7199	0.0114
484.7842	1.5082	2.7589	-0.0108
484.9366	1.4599	2.7040	-0.0171
485.0890	1.4362	2.4959	-0.0113
485.2414	1.4187	2.4274	0.0041
485.3938	1.4451	2.4415	0.0059
485.5462	1.5054	2.5926	0.0267
485.6986	1.5475	2.6637	0.0135
485.8510	1.5803	2.8649	0.0116
486.0034	1.6275	3.1275	0.0115
486.1558	1.6859	3.2715	0.0093
486.3082	1.7048	3.2121	-0.0008
486.4606	1.7193	3.1066	0.0112
486.6130	1.7003	2.9690	0.0087
486.7654	1.6874	2.9329	0.0115
486.9178	1.6859	2.9675	0.0104
487.0702	1.6992	2.8688	0.0050
487.2226	1.7079	2.7235	0.0078
487.3750	1.6841	2.8825	-0.0089
487.5274	1.6702	3.1513	-0.0171
487.6798	1.6291	3.1956	-0.0399
487.8322	1.5894	2.8592	-0.0120
487.9846	1.5259	2.5526	0.0169
488.1370	1.4856	2.3145	0.0009
488.2894	1.5317	2.5089	0.0074
488.4418	1.6179	2.7559	0.0117
488.5942	1.6639	2.8618	-0.0042
488.7466	1.6799	2.7524	-0.0006
488.8990	1.6935	2.6401	0.0115
489.0514	1.6879	2.6096	0.0247
489.2038	1.6852	2.5618	0.0398
489.3562	1.6681	2.6357	0.0179
489.5086	1.6836	2.9542	0.0133
489.6610	1.6962	3.2166	-0.0143
489.8134	1.7000	3.3733	-0.0338
489.9658	1.7096	3.3474	-0.0206
490.1182	1.7142	3.2221	-0.0045
490.2706	1.7047	3.0468	0.0076
490.4230	1.7026	2.8783	0.0084
490.5754	1.6877	2.8551	-0.0066
490.7278	1.6845	2.8502	-0.0156
490.8802	1.6877	3.0035	-0.0151
491.0326	1.6972	3.1290	-0.0167
491.1850	1.7136	3.3189	-0.0197
491.3374	1.7300	3.3373	-0.0230
491.4898	1.7512	3.2778	-0.0103
491.6422	1.7399	3.1943	-0.0019
491.7946	1.7005	3.0556	0.0101
491.9470	1.6612	2.9135	0.0154
492.0994	1.6707	2.6774	0.0497
492.2518	1.6697	2.5292	0.0566
492.4042	1.6295	2.5450	0.0316
492.5566	1.6048	2.8028	0.0031
492.7090	1.6441	3.0273	0.0141
492.8614	1.6815	3.0209	-0.0011
493.0138	1.7023	2.8642	-0.0036
493.1662	1.7002	2.8686	0.0052
493.3186	1.6820	2.9296	0.0129
493.4710	1.6455	2.8989	-0.0075
493.6234	1.6273	2.8419	-0.0079
493.7758	1.6179	2.8485	-0.0036
493.9282	1.6202	2.9877	0.0046
494.0806	1.6495	3.0708	0.0067
494.2330	1.6771	3.1635	0.0100
494.3854	1.6989	3.2774	0.0070
494.5378	1.7058	3.4441	-0.0045
494.6902	1.7217	3.4215	-0.0071
494.8426	1.7366	3.1697	0.0026
494.9950	1.7165	2.7924	0.0108
495.1474	1.6625	2.5597	0.0072
495.2998	1.6186	2.5836	0.0005
495.4522	1.6091	2.7774	0.0030
495.6046	1.6237	2.9192	0.0062
495.7570	1.6337	2.9311	0.0087
495.9094	1.6379	2.8972	0.0076
496.0618	1.6330	2.8793	0.0071
496.2142	1.6357	2.9432	0.0086
496.3666	1.6601	3.0489	0.0083
496.5190	1.7034	3.1575	0.0111
496.6714	1.7281	3.2191	0.0041
496.8238	1.7128	3.2651	-0.0076
496.9762	1.6866	3.1566	-0.0137
497.1286	1.6578	2.9096	-0.0045
497.2810	1.6386	2.6865	0.0136
497.4334	1.6298	2.6172	0.0153
497.5858	1.6257	2.5756	-0.0031
497.7382	1.5866	2.4775	-0.0179
497.8906	1.5158	2.4069	-0.0044
498.0430	1.4580	2.2978	0.0241
498.1954	1.4050	2.1809	0.0196
498.3478	1.4039	2.0711	0.0205
498.5002	1.4586	2.1535	0.0263
498.6526	1.5238	2.4646	0.0032
498.8050	1.5921	2.8976	-0.0291
498.9574	1.6391	3.2632	-0.0472
499.1098	1.6846	3.3905	-0.0450
499.2622	1.7292	3.4024	-0.0407
499.4146	1.7491	3.4511	-0.0433
499.5670	1.7629	3.4829	-0.0363
499.7194	1.7749	3.4481	-0.0209
499.8718	1.7688	3.3685	-0.0118
500.0242	1.7560	3.3009	-0.0094
500.1766	1.7427	3.3210	-0.0130
500.3290	1.7420	3.3812	-0.0166
500.4814	1.7407	3.4022	-0.0173
500.6338	1.7382	3.4227	-0.0137
500.7862	1.7342	3.4540	-0.0117
500.9386	1.7318	3.3347	-0.0073
501.0910	1.7313	3.2395	0.0053
501.2434	1.6886	3.1781	0.0012
501.3958	1.6647	3.1864	0.0133
501.5482	1.6470	3.1904	0.0286
501.7006	1.6439	3.1534	0.0308
501.8530	1.6488	3.0290	0.0311
502.0054	1.6661	2.8786	0.0351
502.1578	1.6743	2.8025	0.0441
502.3102	1.6744	2.9102	0.0383
502.4626	1.6605	3.0086	0.0143
502.6150	1.6828	3.0823	0.0119
502.7674	1.7116	3.2202	0.0104
502.9198	1.7363	3.2562	0.0039
503.0722	1.7456	3.3789	-0.0083
503.2246	1.7261	3.4626	-0.0173
503.3770	1.7221	3.6323	-0.0185
503.5294	1.7257	3.5014	-0.0071
503.6818	1.7490	3.4577	0.0118
503.8342	1.7413	3.3934	0.0104
503.9866	1.7503	3.4787	0.0111
504.1390	1.7560	3.3483	0.0072
504.2914	1.7474	3.1128	0.0002
504.4438	1.7275	3.0436	-0.0012
504.5962	1.6940	3.1211	-0.0155
504.7486	1.7014	3.3845	-0.0087
504.9010	1.7272	2.9227	0.0049
505.0534	1.7159	2.6327	0.0247
505.2058	1.5598	2.3652	0.0030
505.3582	1.4693	2.2955	0.0067
505.5106	1.4505	2.3527	0.0433
505.6630	1.4232	2.6770	0.0102
505.8154	1.4794	3.2470	0.0004
505.9678	1.5379	3.2556	-0.0034
506.1202	1.6189	3.3050	0.0044
506.2726	1.6032	3.4185	0.0122
506.4250	1.5857	3.5677	0.0017
506.5774	1.5450	3.2751	-0.0073
506.7298	1.5201	2.7625	-0.0030
506.8822	1.4861	2.4272	-0.0045
507.0346	1.4526	2.2651	0.0158
507.1870	1.4231	2.2247	0.0345
507.3394	1.3761	2.2017	0.0118
507.4918	1.4064	2.2540	-0.0005
507.6442	1.4815	2.5364	0.0227
507.7966	1.5331	3.0559	0.0096
507.9490	1.5851	3.5091	-0.0088
508.1014	1.6650	3.2322	0.0103
508.2538	1.6744	2.7264	-0.0037
508.4062	1.6422	2.3922	0.0126
508.5586	1.6340	2.3937	0.0073
508.7110	1.6487	2.7917	0.0134
508.8634	1.6979	3.1172	0.0026
509.0158	1.7146	3.2131	-0.0036
509.1682	1.7487	3.2257	0.0097
509.3206	1.7470	3.2657	0.0096
509.4730	1.7556	3.3769	0.0078
509.6254	1.7513	3.4530	-0.0033
509.7778	1.7515	3.4902	-0.0123
509.9302	1.7505	3.4385	-0.0194
510.0826	1.7656	3.5244	-0.0142
510.2350	1.7749	3.5831	-0.0077
510.3874	1.7797	3.5726	0.0023
510.5398	1.7629	3.3551	0.0083
510.6922	1.7338	3.2960	0.0063
510.8446	1.7267	3.3162	0.0111
510.9970	1.7447	3.4176	0.0125
511.1494	1.7582	3.4190	0.0013
511.3018	1.7615	3.3822	-0.0020
511.4542	1.7113	3.1532	-0.0030
511.6066	1.6690	2.8622	0.0141
511.7590	1.5859	2.5861	0.0085
511.9114	1.5406	2.4700	0.0149
512.0638	1.5012	2.5133	-0.0008
512.2162	1.5090	2.5617	-0.0046
512.3686	1.5449	2.6075	0.0132
512.5210	1.5626	2.6095	0.0262
512.6734	1.5746	2.6798	0.0321
512.8258	1.5982	2.8177	0.0237
512.9782	1.6309	2.9100	0.0219
513.1306	1.6280	2.9414	0.0141
513.2830	1.5846	2.8768	0.0124
513.4354	1.5606	2.8640	0.0197
513.5878	1.5677	2.8427	0.0236
513.7402	1.5778	2.8154	0.0196
513.8926	1.5691	2.7558	0.0077
514.0450	1.5452	2.6923	-0.0001
514.1974	1.5584	2.6623	0.0016
514.3498	1.5845	2.5944	0.0096
514.5022	1.6014	2.6810	0.0103
514.6546	1.6067	2.8805	0.0054
514.8070	1.6416	3.1373	0.0038
514.9594	1.6968	3.2673	0.0093
515.1118	1.7029	3.2519	-0.0114
515.2642	1.6775	3.1779	-0.0157
515.4166	1.6732	3.0742	0.0054
515.5690	1.6726	3.0917	0.0130
515.7214	1.6901	3.1403	0.0080
515.8738	1.7227	3.1837	0.0069
516.0262	1.7362	3.1911	-0.0060
516.1786	1.7498	3.3184	-0.0095
516.3310	1.7730	3.4834	-0.0079
516.4834	1.7933	3.5610	-0.0107
516.6358	1.8014	3.5158	-0.0170
516.7882	1.7947	3.4341	-0.0205
516.9406	1.7894	3.4361	-0.0168
517.0930	1.7850	3.4716	-0.0147
517.2454	1.7814	3.5091	-0.0135
517.3978	1.7800	3.4694	-0.0129
517.5502	1.7726	3.4027	-0.0137
517.7026	1.7581	3.3440	-0.0154
517.8550	1.7442	3.2776	-0.0147
518.0074	1.7349	3.2674	-0.0126
518.1598	1.7289	3.2928	-0.0118
518.3122	1.7262	3.3025	-0.0103
518.4646	1.7218	3.2752	-0.0068
518.6170	1.7141	3.2147	0.0024
518.7694	1.6991	3.1494	0.0102
518.9218	1.6885	3.0691	0.0180
519.0742	1.6889	3.0076	0.0245
519.2266	1.6870	2.9793	0.0154
519.3790	1.6896	3.0020	0.0066
519.5314	1.6997	3.0565	0.0105
519.6838	1.7052	3.0809	0.0146
519.8362	1.6958	3.1155	0.0044
519.9886	1.6879	3.1501	-0.0129
520.1410	1.6868	3.1773	-0.0250
520.2934	1.6918	3.0302	-0.0208
520.4458	1.6851	2.7778	-0.0046
520.5982	1.6629	2.6891	0.0056
520.7506	1.6446	2.7882	0.0007
520.9030	1.6498	2.9268	-0.0113
521.0554	1.6705	2.9643	-0.0189
521.2078	1.6928	3.0289	-0.0162
521.3602	1.7080	3.1295	-0.0139
521.5126	1.7210	3.1540	-0.0120
521.6650	1.7305	3.1890	-0.0114
521.8174	1.7281	3.3006	-0.0135
521.9698	1.7222	3.3431	-0.0177
522.1222	1.7087	3.1757	-0.0172
522.2746	1.7002	3.0308	-0.0042
522.4270	1.6869	3.0186	-0.0013
522.5794	1.6962	3.1470	-0.0069
522.7318	1.7213	3.2714	-0.0185
522.8842	1.7491	3.3233	-0.0213
523.0366	1.7541	3.3766	-0.0213
523.1890	1.7487	3.4094	-0.0257
523.3414	1.7575	3.4503	-0.0242
523.4938	1.7709	3.5067	-0.0199
523.6462	1.7729	3.5205	-0.0180
523.7986	1.7655	3.5309	-0.0194
523.9510	1.7644	3.5204	-0.0183
524.1034	1.7650	3.4897	-0.0198
524.2558	1.7688	3.4830	-0.0208
524.4082	1.7696	3.5117	-0.0248
524.5606	1.7704	3.5397	-0.0261
524.7130	1.7679	3.5504	-0.0270
524.8654	1.7666	3.5301	-0.0237
525.0178	1.7671	3.5134	-0.0187
525.1702	1.7655	3.4596	-0.0185
525.3226	1.7581	3.4465	-0.0246
525.4750	1.7515	3.4459	-0.0308
525.6274	1.7442	3.4935	-0.0330
525.7798	1.7489	3.5319	-0.0249
525.9322	1.7526	3.5632	-0.0180
526.0846	1.7544	3.5161	-0.0177
526.2370	1.7484	3.3989	-0.0271
526.3894	1.7412	3.3425	-0.0379
526.5418	1.7376	3.3628	-0.0392
526.6942	1.7275	3.2186	-0.0311
526.8466	1.7099	2.9838	-0.0111
526.9990	1.6807	2.7358	0.0042
527.1514	1.6655	2.6480	0.0201
527.3038	1.6660	2.7450	0.0316
527.4562	1.6755	2.9489	0.0310
527.6086	1.6949	3.1944	0.0128
527.7610	1.7409	3.3665	0.0087
527.9134	1.7663	3.4072	-0.0128
528.0658	1.7649	3.4898	-0.0276
528.2182	1.7659	3.5171	-0.0266
528.3706	1.7658	3.5879	-0.0221
528.5230	1.7666	3.5136	-0.0160
528.6754	1.7625	3.3781	-0.0141
528.8278	1.7551	3.2072	-0.0070
528.9802	1.7498	3.1439	0.0034
529.1326	1.7418	3.0826	0.0097
529.2850	1.7501	3.0283	0.0151
529.4374	1.7463	3.0072	0.0079
529.5898	1.7437	3.1424	0.0010
529.7422	1.7338	3.2818	-0.0073
529.8946	1.7257	3.3494	-0.0131
530.0470	1.7191	3.2441	-0.0113
530.1994	1.7093	3.1859	-0.0109
530.3518	1.7072	3.1846	-0.0075
530.5042	1.7154	3.2564	-0.0114
530.6566	1.7296	3.3552	-0.0149
530.8090	1.7480	3.4007	-0.0183
530.9614	1.7523	3.4691	-0.0272
531.1138	1.7602	3.4409	-0.0260
531.2662	1.7618	3.4475	-0.0253
531.4186	1.7584	3.4021	-0.0260
531.5710	1.7603	3.4371	-0.0259
531.7234	1.7587	3.4252	-0.0254
531.8758	1.7565	3.4558	-0.0217
532.0282	1.7497	3.4610	-0.0233
532.1806	1.7513	3.5304	-0.0228
532.3330	1.7577	3.4488	-0.0198
532.4854	1.7475	3.3807	-0.0216
532.6378	1.7283	3.2302	-0.0127
532.7902	1.7188	3.1624	0.0060
532.9426	1.6864	3.0915	0.0123
533.0950	1.6241	3.0204	0.0141
533.2474	1.5559	2.7876	0.0033
533.3998	1.5099	2.7528	-0.0046
533.5522	1.5243	2.7859	-0.0002
533.7046	1.5899	3.0098	0.0004
533.8570	1.6681	3.0714	0.0030
534.0094	1.7482	3.1353	0.0075
534.1618	1.7449	3.2751	-0.0023
534.3142	1.7426	3.1152	-0.0034
534.4666	1.7274	2.9525	-0.0011
534.6190	1.6644	2.7387	0.0089
534.7714	1.5811	2.6486	0.0020
534.9238	1.5193	2.6415	-0.0049
535.0762	1.5344	2.7195	-0.0082
535.2286	1.6095	2.8367	0.0078
535.3810	1.6782	2.9776	0.0088
535.5334	1.7014	3.1700	-0.0066
535.6858	1.7097	3.3636	-0.0159
535.8382	1.7239	3.4285	-0.0181
535.9906	1.7363	3.4011	-0.0206
536.1430	1.7420	3.3606	-0.0221
536.2954	1.7474	3.3153	-0.0202
536.4478	1.7514	3.2950	-0.0211
536.6002	1.7504	3.3160	-0.0288
536.7526	1.7440	3.3530	-0.0403
536.9050	1.7368	3.3931	-0.0474
537.0574	1.7386	3.4102	-0.0435
537.2098	1.7384	3.3913	-0.0393
537.3622	1.7395	3.3779	-0.0322
537.5146	1.7427	3.3423	-0.0195
537.6670	1.7405	3.3489	-0.0075
537.8194	1.7357	3.3021	0.0013
537.9718	1.7288	3.2923	0.0056
538.1242	1.7314	3.2615	0.0097
538.2766	1.7368	3.3117	0.0048
538.4290	1.7400	3.2393	-0.0033
538.5814	1.7289	3.1642	-0.0102
538.7338	1.7212	3.0312	0.0093
538.8862	1.7075	2.9016	0.0165
539.0386	1.7067	2.8435	0.0370
539.1910	1.7022	2.8697	0.0264
539.3434	1.6949	3.0831	0.0114
539.4958	1.7166	3.2635	0.0085
539.6482	1.7275	3.3166	-0.0006
539.8006	1.7451	3.1972	0.0023
539.9530	1.7382	3.0256	-0.0027
540.1054	1.7312	3.0321	-0.0005
540.2578	1.6936	2.9458	-0.0096
540.4102	1.6591	2.8688	-0.0048
540.5626	1.6362	2.7605	0.0142
540.7150	1.6284	2.7613	0.0243
540.8674	1.6278	2.8343	0.0063
541.0198	1.6706	2.9678	0.0048
541.1722	1.7257	3.1236	0.0103
541.3246	1.7530	3.2830	-0.0010
541.4770	1.7554	3.2748	-0.0173
541.6294	1.7542	3.1396	-0.0226
541.7818	1.7448	3.0901	-0.0205
541.9342	1.7375	3.1653	-0.0117
542.0866	1.7416	3.2549	0.0013
542.2390	1.7442	3.2035	0.0088
542.3914	1.7422	3.0698	0.0094
542.5438	1.7387	3.0823	0.0074
542.6962	1.7403	3.2247	0.0006
542.8486	1.7443	3.3355	-0.0165
543.0010	1.7538	3.3021	-0.0250
543.1534	1.7605	3.2507	-0.0187
543.3058	1.7735	3.2855	0.0007
543.4582	1.7803	3.4268	0.0113
543.6106	1.7750	3.5092	0.0068
543.7630	1.7536	3.4423	0.0108
543.9154	1.7142	3.2473	0.0012
544.0678	1.7009	3.1394	0.0084
544.2202	1.7233	3.1559	0.0126
544.3726	1.7137	3.1637	0.0041
544.5250	1.7068	3.1834	0.0069
544.6774	1.6843	3.2521	0.0052
544.8298	1.7127	3.4344	0.0067
544.9822	1.7484	3.3826	0.0039
545.1346	1.7763	3.0067	-0.0046
545.2870	1.7355	2.7287	-0.0194
545.4394	1.7234	2.6300	-0.0040
545.5918	1.7051	2.9157	0.0037
545.7442	1.7252	3.2230	0.0085
545.8966	1.7305	3.3305	-0.0067
546.0490	1.7462	3.2370	-0.0074
546.2014	1.7381	3.1706	-0.0091
546.3538	1.7347	3.1449	-0.0038
546.5062	1.7294	3.1391	-0.0023
546.6586	1.7367	3.1173	0.0002
546.8110	1.7346	3.1607	-0.0036
546.9634	1.7353	3.1675	-0.0097
547.1158	1.7312	3.1586	-0.0110
547.2682	1.7307	3.1998	-0.0109
547.4206	1.7280	3.3553	-0.0093
547.5730	1.7340	3.4729	-0.0124
547.7254	1.7538	3.4452	-0.0101
547.8778	1.7760	3.3701	-0.0079
548.0302	1.7726	3.4046	-0.0078
548.1826	1.7606	3.4386	-0.0038
548.3350	1.7471	3.4887	-0.0002
548.4874	1.7415	3.3188	0.0051
548.6398	1.7360	3.1308	0.0025
548.7922	1.7139	3.0518	-0.0021
548.9446	1.7265	3.1883	0.0091
549.0970	1.7238	3.3420	0.0054
549.2494	1.7465	3.2946	0.0124
549.4018	1.7426	3.2426	0.0053
549.5542	1.7430	3.0581	-0.0013
549.7066	1.7125	2.9985	-0.0161
549.8590	1.7008	2.8419	-0.0133
550.0114	1.6907	3.0621	-0.0177
550.1638	1.7064	3.2706	-0.0212
550.3162	1.7258	3.5315	-0.0372
550.4686	1.7510	3.5310	-0.0315
550.6210	1.7708	3.4892	-0.0263
550.7734	1.7783	3.4675	-0.0209
550.9258	1.7960	3.5012	-0.0163
551.0782	1.8034	3.3654	-0.0219
551.2306	1.7953	3.2211	-0.0282
551.3830	1.7709	3.2082	-0.0236
551.5354	1.7668	3.2662	-0.0088
551.6878	1.7729	3.3624	0.0043
551.8402	1.7894	3.3495	0.0075
551.9926	1.7945	3.4370	0.0096
552.1450	1.7852	3.5062	0.0090
552.2974	1.7873	3.5348	0.0083
552.4498	1.7838	3.5634	0.0011
552.6022	1.7682	3.5571	-0.0130
552.7546	1.7107	3.5614	-0.0212
552.9070	1.6913	3.3026	0.0100
553.0594	1.6646	2.9974	0.0293
553.2118	1.6609	2.7558	0.0554
553.3642	1.6410	2.7103	0.0492
553.5166	1.6484	2.9030	0.0251
553.6690	1.6880	3.1666	0.0038
553.8214	1.7353	3.3802	-0.0117
553.9738	1.7342	3.4511	-0.0219
554.1262	1.7455	3.3583	0.0030
554.2786	1.7362	3.1185	0.0137
554.4310	1.7365	2.8398	0.0246
554.5834	1.7167	2.7000	0.0118
554.7358	1.7161	2.8712	0.0081
554.8882	1.7290	3.1486	0.0076
555.0406	1.7494	3.3948	-0.0020
555.1930	1.7745	3.4901	-0.0064
555.3454	1.8005	3.5134	-0.0074
555.4978	1.8051	3.4061	-0.0111
555.6502	1.7869	3.2011	-0.0175
555.8026	1.7562	3.0644	-0.0195
555.9550	1.7392	3.1461	-0.0102
556.1074	1.7434	3.3961	-0.0025
556.2598	1.7614	3.6376	-0.0063
556.4122	1.7794	3.6112	-0.0141
556.5646	1.7965	3.3901	-0.0085
556.7170	1.7969	3.2284	0.0025
556.8694	1.7883	3.2437	0.0067
557.0218	1.7728	3.3736	-0.0045
557.1742	1.7693	3.4652	-0.0153
557.3266	1.7783	3.4088	-0.0162
557.4790	1.7876	3.4136	-0.0098
557.6314	1.7829	3.4670	-0.0082
557.7838	1.7684	3.4645	-0.0065
557.9362	1.7603	3.3476	0.0042
558.0886	1.7388	3.2547	0.0082
558.2410	1.6894	3.1445	0.0042
558.3934	1.6312	2.9854	-0.0004
558.5458	1.5974	2.9575	0.0060
558.6982	1.6064	2.9424	0.0173
558.8506	1.6164	2.9202	0.0092
559.0030	1.6329	2.9018	0.0048
559.1554	1.6516	2.9616	0.0064
559.3078	1.6580	2.8875	-0.0057
559.4602	1.6211	2.5370	-0.0078
559.6126	1.5343	2.2968	0.0074
559.7650	1.4463	2.1557	0.0145
559.9174	1.4038	2.1241	0.0137
560.0698	1.4262	2.2126	0.0332
560.2222	1.4598	2.5647	0.0392
560.3746	1.5182	3.0822	0.0248
560.5270	1.6126	3.3846	0.0110
560.6794	1.6964	3.4004	-0.0005
560.8318	1.7230	3.3747	-0.0055
560.9842	1.7336	3.2353	0.0017
561.1366	1.7396	3.0451	0.0076
561.2890	1.7328	2.9208	0.0087
561.4414	1.7207	2.8977	0.0090
561.5938	1.7142	2.9380	0.0087
561.7462	1.7162	3.0093	0.0086
561.8986	1.7238	3.0706	0.0073
562.0510	1.7283	3.0973	0.0069
